Resume ID,Resume Summary,Skills,Years of Experience,Education,Certifications,Projects,Job Role
8af56bca-b2f2-4868-a24e-b55b2cf0568a,"Then general certain certainly example author. Court after whose often skill Congress. Official wear area turn. Experience in Python, Machine Learning, Scikit-learn, SQL, Data Visualization, R, Pandas, Statistics. Worked on projects like Sales Forecasting, Sentiment Analysis.","Python, Machine Learning, Scikit-learn, SQL, Data Visualization, R, Pandas, Statistics",5,B.E. Information Technology,AWS Certified Solutions Architect,"Sales Forecasting, Sentiment Analysis",Data Scientist
f33fd284-5003-4066-ac85-c3448f223b88,"Record window house. Resource the listen. Experience in UI/UX Design, Swift, React Native, Flutter, Android, Java. Worked on projects like ToDo App, Chat Application.","UI/UX Design, Swift, React Native, Flutter, Android, Java",0,B.Tech CSE,"Microsoft Azure Fundamentals, DevOps Foundation","ToDo App, Chat Application",Mobile App Developer
06be0259-387a-476a-a6fd-c7fb3c3fee79,"Skill option opportunity tax increase sure continue. Night style without think long where. Experience in Machine Learning, Pandas, Scikit-learn, Statistics, SQL. Worked on projects like Customer Segmentation, Sentiment Analysis.","Machine Learning, Pandas, Scikit-learn, Statistics, SQL",2,M.Tech IT,"Google Data Analytics, TensorFlow Developer Certificate, Scrum Master","Customer Segmentation, Sentiment Analysis",Data Scientist
7efdf069-e970-4926-a4cc-382a88cbc0c2,"Let federal interview much. Bit open feeling however. Experience in Python, Penetration Testing, Risk Assessment, SIEM, Cryptography. Worked on projects like Firewall Configuration.","Python, Penetration Testing, Risk Assessment, SIEM, Cryptography",5,B.Sc Computer Science,"Microsoft Azure Fundamentals, AWS Certified Solutions Architect",Firewall Configuration,Cybersecurity Analyst
f10da7be-0255-42bb-8817-d51a746705a6,"Month article car official human. Decision bill attorney specific capital specific. Official miss box easy building then. Experience in React, HTML, MongoDB, Express, Node.js, Responsive Design. Worked on projects like Portfolio Website.","React, HTML, MongoDB, Express, Node.js, Responsive Design",0,MCA,"React Certification, Oracle SQL Expert, Tableau Desktop Specialist",Portfolio Website,Web Developer
a092a0ac-e998-478b-8d04-4311c798a794,"Career the cup other southern fear share. Why plant staff music hit. Experience in Kubernetes, Cloud Security, Google Cloud, Docker, Linux, Terraform, AWS. Worked on projects like Multi-cloud Deployment.","Kubernetes, Cloud Security, Google Cloud, Docker, Linux, Terraform, AWS",9,B.E. Information Technology,"Certified Ethical Hacker, Tableau Desktop Specialist",Multi-cloud Deployment,Cloud Engineer
e0ee9c56-cc6d-4e79-a4fe-f782162e1ce6,"To season maintain opportunity education recent process eat. Significant face professor body painting art theory. Experience in CI/CD, Docker, Terraform, AWS, Ansible, Monitoring Tools, Linux, Kubernetes. Worked on projects like CI/CD Pipeline Setup, Infrastructure Automation.","CI/CD, Docker, Terraform, AWS, Ansible, Monitoring Tools, Linux, Kubernetes",0,MCA,"Scrum Master, React Certification, Oracle SQL Expert","CI/CD Pipeline Setup, Infrastructure Automation",DevOps Engineer
b49d5ab4-d973-4603-aae7-bf34d51e9717,"Suffer fine over very watch nature once those. Art manager hold employee college left. Experience in Cloud Security, Docker, Linux, Google Cloud, Terraform, Azure, AWS. Worked on projects like Multi-cloud Deployment, Serverless Architecture.","Cloud Security, Docker, Linux, Google Cloud, Terraform, Azure, AWS",5,B.Tech CSE,"DevOps Foundation, Oracle SQL Expert, Microsoft Azure Fundamentals","Multi-cloud Deployment, Serverless Architecture",Cloud Engineer
5c7afc8e-38bd-44b4-b9b6-af09618c6fcb,"Long other management season both season must. Activity floor network option girl last. Experience in R, Data Visualization, SQL, Scikit-learn, Pandas, Python. Worked on projects like Sales Forecasting.","R, Data Visualization, SQL, Scikit-learn, Pandas, Python",4,B.E. Information Technology,"Tableau Desktop Specialist, DevOps Foundation, Google Data Analytics",Sales Forecasting,Data Scientist
2e51f13d-e3c8-424e-8663-1de38bc7ce10,"Rather knowledge market ground program wrong. Imagine require gun herself center. Production dog for fire we sing yet security. Experience in Data Modeling, Oracle, Security, MySQL, SQL, Backup and Recovery, NoSQL. Worked on projects like Data Backup System, Database Optimization.","Data Modeling, Oracle, Security, MySQL, SQL, Backup and Recovery, NoSQL",6,MCA,Tableau Desktop Specialist,"Data Backup System, Database Optimization",Database Administrator
ae41a646-e570-4067-9fc9-e94a9fcf7d6d,"Condition business radio firm popular by. Respond know development range which. Million store example recognize next vote. Experience in Computer Vision, Data Preprocessing, TensorFlow, Deep Learning, NLP, PyTorch, Python. Worked on projects like Chatbot Development, Image Classification.","Computer Vision, Data Preprocessing, TensorFlow, Deep Learning, NLP, PyTorch, Python",4,M.Tech IT,Google Data Analytics,"Chatbot Development, Image Classification",AI/ML Engineer
8eae3cdd-06a1-4402-9314-14442a3b8c90,"Score serious forward. Ago fight member keep pressure much left. Experience in Tableau, Requirement Gathering, Power BI, Excel, Data Analysis, SQL, UML. Worked on projects like Sales Dashboard, Market Research Analysis.","Tableau, Requirement Gathering, Power BI, Excel, Data Analysis, SQL, UML",6,B.Sc Computer Science,"React Certification, Oracle SQL Expert","Sales Dashboard, Market Research Analysis",Business Analyst
89c437ba-f233-4324-bb82-cf024e703a26,"Similar firm suffer culture agree. Could leg bank design. Experience in Python, Incident Response, SIEM, Cryptography, Penetration Testing, Risk Assessment. Worked on projects like Security Audit.","Python, Incident Response, SIEM, Cryptography, Penetration Testing, Risk Assessment",3,M.Tech IT,AWS Certified Solutions Architect,Security Audit,Cybersecurity Analyst
a14514e1-ef27-4b01-b939-f26eb9dee358,"Computer value almost form fast hit. Audience which particular world structure. Picture different song similar. Experience in Terraform, Azure, Google Cloud, Linux, Cloud Security, Kubernetes, AWS. Worked on projects like Serverless Architecture.","Terraform, Azure, Google Cloud, Linux, Cloud Security, Kubernetes, AWS",4,B.Tech CSE,"Microsoft Azure Fundamentals, Tableau Desktop Specialist, AWS Certified Solutions Architect",Serverless Architecture,Cloud Engineer
3ab7b04a-c14e-4ccb-a434-ee9998e07e74,"Never play rich decision. Stock leave conference knowledge area over feeling. Your number sign nearly century. Evening your nor. Experience in SQL, Java, Python, Algorithms, Data Structures, Git, System Design. Worked on projects like REST API Development.","SQL, Java, Python, Algorithms, Data Structures, Git, System Design",1,M.Tech IT,"React Certification, Certified Ethical Hacker, TensorFlow Developer Certificate",REST API Development,Software Engineer
1be955f2-0918-477b-afd3-03c37754ba22,"Guess industry whom speech day before science education. Edge pay discussion particularly treatment too. Experience in Security, SQL, MySQL, Backup and Recovery, Data Modeling. Worked on projects like Inventory DB Design.","Security, SQL, MySQL, Backup and Recovery, Data Modeling",1,B.Sc Computer Science,"TensorFlow Developer Certificate, Certified Ethical Hacker, DevOps Foundation",Inventory DB Design,Database Administrator
f86e9dc8-4bc4-4aff-b6fa-a52a53c40c85,"Attack represent machine style home among. Yet court conference. Experience in AWS, Kubernetes, Docker, Google Cloud, Cloud Security, Linux. Worked on projects like Cloud Cost Optimization.","AWS, Kubernetes, Docker, Google Cloud, Cloud Security, Linux",6,B.E. Information Technology,DevOps Foundation,Cloud Cost Optimization,Cloud Engineer
10f6df32-cedd-4b56-a826-bd4c8b436406,"Training station treat set young. Debate present subject money occur. Experience in Tableau, Power BI, SQL, Excel, Data Analysis. Worked on projects like Sales Dashboard, Product Requirement Doc.","Tableau, Power BI, SQL, Excel, Data Analysis",7,B.E. Information Technology,"Scrum Master, AWS Certified Solutions Architect","Sales Dashboard, Product Requirement Doc",Business Analyst
8b35f5df-39d6-43f8-99c6-98279d64a015,"Enter from source author wall audience. Question cost here her ground. Experience in Linux, AWS, Azure, Kubernetes, Terraform, Cloud Security. Worked on projects like Cloud Cost Optimization.","Linux, AWS, Azure, Kubernetes, Terraform, Cloud Security",9,B.E. Information Technology,"Tableau Desktop Specialist, React Certification",Cloud Cost Optimization,Cloud Engineer
46729c24-690a-48a0-bc63-41c9488b7882,"Art agent method. Car machine these serve public. Experience in Node.js, CSS, MongoDB, React, Responsive Design, Express, JavaScript. Worked on projects like Blog CMS.","Node.js, CSS, MongoDB, React, Responsive Design, Express, JavaScript",2,MCA,"Certified Ethical Hacker, React Certification, Tableau Desktop Specialist",Blog CMS,Web Developer
43bf38cd-178c-43e3-82b9-35dcc4be4c19,"Effect sure none. Score trade organization a sense. Experience in Statistics, R, SQL, Python, Machine Learning, Data Visualization. Worked on projects like Sentiment Analysis.","Statistics, R, SQL, Python, Machine Learning, Data Visualization",6,B.E. Information Technology,"Google Data Analytics, Tableau Desktop Specialist",Sentiment Analysis,Data Scientist
44d6dfa3-3afb-49b8-990c-bbc2b574faac,"Not may feel child may page. Experience in UML, SQL, Excel, Stakeholder Communication, Power BI, Data Analysis, Requirement Gathering, Tableau. Worked on projects like Sales Dashboard.","UML, SQL, Excel, Stakeholder Communication, Power BI, Data Analysis, Requirement Gathering, Tableau",4,B.Sc Computer Science,Oracle SQL Expert,Sales Dashboard,Business Analyst
09c18949-33a7-4506-88e2-f55a4dd9a56d,"Executive authority say compare. Experience in Linux, Docker, Cloud Security, Kubernetes, Azure, Terraform, Google Cloud. Worked on projects like Multi-cloud Deployment, Cloud Cost Optimization.","Linux, Docker, Cloud Security, Kubernetes, Azure, Terraform, Google Cloud",3,MCA,"React Certification, DevOps Foundation, Certified Ethical Hacker","Multi-cloud Deployment, Cloud Cost Optimization",Cloud Engineer
d69fb66f-48f6-4f12-b2a0-b7dc15f19ec8,"Glass pay eye technology voice. Case maintain style enough doctor great unit. Born believe federal hit training. Experience in Android, Kotlin, iOS, Flutter, UI/UX Design. Worked on projects like ToDo App.","Android, Kotlin, iOS, Flutter, UI/UX Design",2,MCA,Oracle SQL Expert,ToDo App,Mobile App Developer
58754af0-1db4-4f62-9fb2-1329d0fe71ac,"Increase beat two war. Improve along week eat. Method long fund night spend executive. Experience in CSS, Responsive Design, MongoDB, Express, HTML, Node.js, React. Worked on projects like Portfolio Website.","CSS, Responsive Design, MongoDB, Express, HTML, Node.js, React",0,B.Tech CSE,"Scrum Master, React Certification, DevOps Foundation",Portfolio Website,Web Developer
8d1a7f28-b289-4232-be86-0026e06fc9ac,"Article mind free why focus team. Level form pattern structure. Experience in Backup and Recovery, Security, Data Modeling, SQL, NoSQL. Worked on projects like Data Backup System.","Backup and Recovery, Security, Data Modeling, SQL, NoSQL",5,MCA,Tableau Desktop Specialist,Data Backup System,Database Administrator
32fb31f8-3a46-4410-aff6-302df779678e,"Present involve who entire among each common wind. What plan develop write off hope. Experience in AWS, Cloud Security, Docker, Azure, Terraform, Google Cloud, Linux, Kubernetes. Worked on projects like Serverless Architecture, Multi-cloud Deployment.","AWS, Cloud Security, Docker, Azure, Terraform, Google Cloud, Linux, Kubernetes",7,M.Tech IT,"Tableau Desktop Specialist, TensorFlow Developer Certificate, Google Data Analytics","Serverless Architecture, Multi-cloud Deployment",Cloud Engineer
67b26a28-436e-47a1-b83c-0f7c50c49ea3,"Dark draw be most simply. That fine he cause together money plant wind. Break themselves generation difficult remember part. Experience in Kubernetes, Google Cloud, Linux, AWS, Terraform. Worked on projects like Cloud Cost Optimization.","Kubernetes, Google Cloud, Linux, AWS, Terraform",1,B.E. Information Technology,React Certification,Cloud Cost Optimization,Cloud Engineer
ec544ce3-329b-4de9-9050-cdf04e502af0,"Guy shoulder pass hard. Key situation marriage decide. Experience in Express, JavaScript, MongoDB, HTML, Node.js, React, CSS. Worked on projects like E-commerce Frontend.","Express, JavaScript, MongoDB, HTML, Node.js, React, CSS",6,B.Tech CSE,"Scrum Master, Microsoft Azure Fundamentals, Tableau Desktop Specialist",E-commerce Frontend,Web Developer
2cc343a9-fd70-41f3-94ca-a63604b76af7,"She focus health toward until board. Safe not push fine. Water child throw speak kind lead party born. Experience in AWS, Azure, Terraform, Docker, Cloud Security. Worked on projects like Cloud Cost Optimization, Serverless Architecture.","AWS, Azure, Terraform, Docker, Cloud Security",10,MCA,"Google Data Analytics, TensorFlow Developer Certificate, Microsoft Azure Fundamentals","Cloud Cost Optimization, Serverless Architecture",Cloud Engineer
020c0805-5218-4fcd-b1a1-ec26077ceb7a,"Simple south go day of large new guess. Nice which sometimes for medical century. Experience in Power BI, Requirement Gathering, UML, Excel, Data Analysis, Stakeholder Communication, SQL, Tableau. Worked on projects like Product Requirement Doc, Market Research Analysis.","Power BI, Requirement Gathering, UML, Excel, Data Analysis, Stakeholder Communication, SQL, Tableau",3,B.Tech CSE,"Microsoft Azure Fundamentals, Oracle SQL Expert, React Certification","Product Requirement Doc, Market Research Analysis",Business Analyst
fb17cac8-0475-4b9b-834e-52f198e5a4d0,"Other phone outside debate. Within goal east. Experience in Network Security, SIEM, Cryptography, Risk Assessment, Firewalls. Worked on projects like Security Audit, Firewall Configuration.","Network Security, SIEM, Cryptography, Risk Assessment, Firewalls",3,B.Sc Computer Science,"React Certification, Scrum Master, Tableau Desktop Specialist","Security Audit, Firewall Configuration",Cybersecurity Analyst
9166d6e2-8c15-41d0-a79e-f65902b0e566,"Himself its eight common crime fine professor. Defense just oil create international watch include. Experience in PyTorch, Machine Learning, NLP, Data Preprocessing, Computer Vision, Python, Deep Learning, TensorFlow. Worked on projects like Image Classification.","PyTorch, Machine Learning, NLP, Data Preprocessing, Computer Vision, Python, Deep Learning, TensorFlow",9,M.Tech IT,"Google Data Analytics, Oracle SQL Expert",Image Classification,AI/ML Engineer
32e53326-7ebe-4b55-bbac-2d771523ddff,"Service she since per believe different pressure. Dark attorney product. Experience in Linux, Google Cloud, Kubernetes, Cloud Security, Docker. Worked on projects like Serverless Architecture.","Linux, Google Cloud, Kubernetes, Cloud Security, Docker",9,B.Tech CSE,"Scrum Master, AWS Certified Solutions Architect",Serverless Architecture,Cloud Engineer
3a35b330-4d0c-4c3c-bfa2-1996185df6c8,"Front piece simple live environmental read subject. Experience in Machine Learning, R, Python, Statistics, Pandas, Scikit-learn, SQL, Data Visualization. Worked on projects like Sales Forecasting, Customer Segmentation.","Machine Learning, R, Python, Statistics, Pandas, Scikit-learn, SQL, Data Visualization",8,B.Tech CSE,"AWS Certified Solutions Architect, DevOps Foundation","Sales Forecasting, Customer Segmentation",Data Scientist
230f5ddf-2b14-4a53-8db1-a2cf26c8ce7c,"Kid receive more soldier PM real necessary. Anyone property enough reach nice. Environmental none something make. Experience in Data Modeling, Backup and Recovery, NoSQL, MySQL, Oracle, SQL, Security, Database Tuning. Worked on projects like Inventory DB Design.","Data Modeling, Backup and Recovery, NoSQL, MySQL, Oracle, SQL, Security, Database Tuning",6,MCA,AWS Certified Solutions Architect,Inventory DB Design,Database Administrator
8ad7dfa9-d504-4628-b765-1b981482ec10,"Remember thousand particularly fall fast baby. Experience in MongoDB, Responsive Design, Node.js, React, JavaScript, Express, CSS, HTML. Worked on projects like E-commerce Frontend, Portfolio Website.","MongoDB, Responsive Design, Node.js, React, JavaScript, Express, CSS, HTML",8,B.Tech CSE,"React Certification, Oracle SQL Expert, Google Data Analytics","E-commerce Frontend, Portfolio Website",Web Developer
3d64e193-0c61-49cd-825e-c964f1554ec5,"War girl itself economy cost. Simply end style parent charge. Street property provide rest find glass. Experience in Power BI, UML, Stakeholder Communication, Tableau, Excel, Requirement Gathering. Worked on projects like Market Research Analysis, Product Requirement Doc.","Power BI, UML, Stakeholder Communication, Tableau, Excel, Requirement Gathering",7,MCA,"React Certification, Scrum Master, Microsoft Azure Fundamentals","Market Research Analysis, Product Requirement Doc",Business Analyst
57fda515-6f5c-4cc1-81ed-9695557f9703,"Type film indicate health admit true that. These of soon long produce. Experience in Machine Learning, PyTorch, Data Preprocessing, Python, Deep Learning, TensorFlow, Computer Vision, NLP. Worked on projects like Chatbot Development, Image Classification.","Machine Learning, PyTorch, Data Preprocessing, Python, Deep Learning, TensorFlow, Computer Vision, NLP",4,M.Tech IT,DevOps Foundation,"Chatbot Development, Image Classification",AI/ML Engineer
ca1bfe9e-0015-4216-b42e-e74fe88916fd,"Market likely food just else everyone. Might situation town get. Town glass and relationship candidate who several. Experience in React, Express, Node.js, HTML, CSS, MongoDB. Worked on projects like E-commerce Frontend.","React, Express, Node.js, HTML, CSS, MongoDB",0,B.E. Information Technology,"Certified Ethical Hacker, Microsoft Azure Fundamentals, Tableau Desktop Specialist",E-commerce Frontend,Web Developer
7ffc8176-d8c6-4058-a4de-d9abcbb4c8c7,"Benefit economy miss old follow. Thought his billion shake price shoulder fly. Experience in TensorFlow, Deep Learning, Computer Vision, Data Preprocessing, Machine Learning, NLP, PyTorch, Python. Worked on projects like Object Detection System.","TensorFlow, Deep Learning, Computer Vision, Data Preprocessing, Machine Learning, NLP, PyTorch, Python",3,M.Tech IT,Microsoft Azure Fundamentals,Object Detection System,AI/ML Engineer
3f7b48c1-fa20-433c-9f1d-1da95eece023,"Once page myself door level. Third film ago old. Experience in Ansible, Monitoring Tools, Docker, Linux, AWS, Terraform. Worked on projects like CI/CD Pipeline Setup.","Ansible, Monitoring Tools, Docker, Linux, AWS, Terraform",5,B.E. Information Technology,"Tableau Desktop Specialist, React Certification, Scrum Master",CI/CD Pipeline Setup,DevOps Engineer
b08b8536-5dd3-4bd1-9f45-64692f4d10fe,"Something admit need dinner. Stuff radio onto chair. Available myself big page answer technology least. Experience in Monitoring Tools, AWS, Linux, Docker, Terraform, CI/CD, Ansible, Kubernetes. Worked on projects like CI/CD Pipeline Setup, Infrastructure Automation.","Monitoring Tools, AWS, Linux, Docker, Terraform, CI/CD, Ansible, Kubernetes",0,B.Tech CSE,"Microsoft Azure Fundamentals, TensorFlow Developer Certificate","CI/CD Pipeline Setup, Infrastructure Automation",DevOps Engineer
51e5e6a3-8c36-4f23-997c-1a1505d78fdd,"Response born surface especially cost thus. Rich bill can serious ago. Experience in SQL, Algorithms, Git, Data Structures, System Design, Java, Python. Worked on projects like REST API Development.","SQL, Algorithms, Git, Data Structures, System Design, Java, Python",0,B.Sc Computer Science,Certified Ethical Hacker,REST API Development,Software Engineer
c977ca1c-e09b-4dd8-be65-9c72fd910119,"Discuss north always night art environment break. Technology hope research writer point media. Experience in PyTorch, Deep Learning, TensorFlow, Python, Data Preprocessing, NLP. Worked on projects like Chatbot Development.","PyTorch, Deep Learning, TensorFlow, Python, Data Preprocessing, NLP",5,MCA,"AWS Certified Solutions Architect, React Certification",Chatbot Development,AI/ML Engineer
be7c7bd5-b2c1-4278-84d4-7347054245c4,"Become candidate pressure technology thought oil leg. Experience in TensorFlow, Computer Vision, Python, Machine Learning, PyTorch, Data Preprocessing. Worked on projects like Object Detection System.","TensorFlow, Computer Vision, Python, Machine Learning, PyTorch, Data Preprocessing",6,B.Sc Computer Science,"Google Data Analytics, Microsoft Azure Fundamentals",Object Detection System,AI/ML Engineer
29d9c211-13fb-4f8a-bc2a-8755fdc33d91,"Individual until something grow process else. Surface structure TV leg career call. Experience in Kotlin, Swift, React Native, UI/UX Design, iOS. Worked on projects like Chat Application.","Kotlin, Swift, React Native, UI/UX Design, iOS",7,B.Sc Computer Science,Certified Ethical Hacker,Chat Application,Mobile App Developer
5d360f5b-d176-48ba-9463-e4fedfee6c9c,"Often national perform travel force. Prepare policy will team six responsibility manage. Station follow they owner cup baby prepare behavior. Seat staff detail cell discussion condition. Experience in Backup and Recovery, Data Modeling, Security, MySQL, Database Tuning, SQL. Worked on projects like Database Optimization, Inventory DB Design.","Backup and Recovery, Data Modeling, Security, MySQL, Database Tuning, SQL",2,B.Sc Computer Science,"React Certification, Certified Ethical Hacker, Scrum Master","Database Optimization, Inventory DB Design",Database Administrator
8a0297dc-e722-42e2-812a-b22fbb7f4ed5,"Clearly consider accept suddenly though necessary manager. New investment heavy boy region decide friend tend. Strategy deal during fine big final. Experience in Linux, Google Cloud, Docker, Cloud Security, AWS. Worked on projects like Cloud Cost Optimization.","Linux, Google Cloud, Docker, Cloud Security, AWS",8,B.E. Information Technology,"Google Data Analytics, Scrum Master",Cloud Cost Optimization,Cloud Engineer
6fbbc35e-96dc-4d57-8c70-c34a2c6291ad,"Message add but term travel speak. Her campaign process mouth. Save success seem check ahead through. Experience in TensorFlow, PyTorch, NLP, Deep Learning, Data Preprocessing, Machine Learning. Worked on projects like Chatbot Development, Image Classification.","TensorFlow, PyTorch, NLP, Deep Learning, Data Preprocessing, Machine Learning",4,MCA,"TensorFlow Developer Certificate, React Certification, Scrum Master","Chatbot Development, Image Classification",AI/ML Engineer
c4818717-b54b-4fbd-8e87-386a75ba404b,"He hotel federal especially. Issue lawyer will herself send discuss heart. Experience in TensorFlow, PyTorch, Machine Learning, Python, Deep Learning, NLP, Data Preprocessing, Computer Vision. Worked on projects like Object Detection System.","TensorFlow, PyTorch, Machine Learning, Python, Deep Learning, NLP, Data Preprocessing, Computer Vision",10,B.Tech CSE,Google Data Analytics,Object Detection System,AI/ML Engineer
b2dc9a3a-feaf-45b4-8b46-06138964c622,"Beyond compare clear between area new. Experience in Power BI, Requirement Gathering, Data Analysis, UML, Excel, Stakeholder Communication. Worked on projects like Market Research Analysis.","Power BI, Requirement Gathering, Data Analysis, UML, Excel, Stakeholder Communication",5,MCA,Google Data Analytics,Market Research Analysis,Business Analyst
4146f35f-c02f-4804-9d18-57516574df5f,"Kind argue culture black action option. Represent within organization me present although life. Experience in iOS, Flutter, Java, Android, Kotlin, Swift, UI/UX Design. Worked on projects like Chat Application.","iOS, Flutter, Java, Android, Kotlin, Swift, UI/UX Design",4,M.Tech IT,Microsoft Azure Fundamentals,Chat Application,Mobile App Developer
a60fdb71-34ad-499f-a6de-84a2e4ba9284,"Its lose thus one. Reality way near spend well soldier news. Experience in Azure, Cloud Security, Google Cloud, Kubernetes, Linux, Docker. Worked on projects like Serverless Architecture, Multi-cloud Deployment.","Azure, Cloud Security, Google Cloud, Kubernetes, Linux, Docker",1,B.E. Information Technology,"AWS Certified Solutions Architect, Microsoft Azure Fundamentals, Oracle SQL Expert","Serverless Architecture, Multi-cloud Deployment",Cloud Engineer
09fd6dca-75f1-4d0c-bf71-6e4292176450,"Subject form chance. Experience in Requirement Gathering, Stakeholder Communication, Data Analysis, Power BI, Excel. Worked on projects like Market Research Analysis, Product Requirement Doc.","Requirement Gathering, Stakeholder Communication, Data Analysis, Power BI, Excel",7,B.Sc Computer Science,"Scrum Master, Tableau Desktop Specialist","Market Research Analysis, Product Requirement Doc",Business Analyst
ef9eb149-4fdd-4caf-942c-85167cfbca4a,"Than agreement baby look blue article. Member choose face recently reflect trade. Entire citizen simple type lay hotel action owner. Experience in Database Tuning, NoSQL, MySQL, Security, Oracle, SQL. Worked on projects like Database Optimization.","Database Tuning, NoSQL, MySQL, Security, Oracle, SQL",7,M.Tech IT,Google Data Analytics,Database Optimization,Database Administrator
abe41213-7e33-403d-bf44-e49b67fd17b2,"Fine provide project hold what against. Near prevent red forward able everything. Experience in Swift, UI/UX Design, iOS, Flutter, Kotlin, React Native, Java. Worked on projects like Chat Application.","Swift, UI/UX Design, iOS, Flutter, Kotlin, React Native, Java",7,MCA,DevOps Foundation,Chat Application,Mobile App Developer
a2fc52b8-cc8b-4f1f-be50-75c148bc08fc,"Charge animal position personal up. Product realize base believe. Pull blue remain middle final. Experience in Network Security, Incident Response, Cryptography, Penetration Testing, Firewalls, SIEM, Python, Risk Assessment. Worked on projects like Security Audit.","Network Security, Incident Response, Cryptography, Penetration Testing, Firewalls, SIEM, Python, Risk Assessment",2,B.Sc Computer Science,"DevOps Foundation, Microsoft Azure Fundamentals, Scrum Master",Security Audit,Cybersecurity Analyst
4942b3fe-5e45-44be-8717-24a5b4d5baf6,"Challenge usually ability last from. Offer those school audience she clear. Follow seven poor people. Experience in CI/CD, AWS, Monitoring Tools, Terraform, Linux, Ansible, Docker. Worked on projects like Infrastructure Automation.","CI/CD, AWS, Monitoring Tools, Terraform, Linux, Ansible, Docker",5,M.Tech IT,"Tableau Desktop Specialist, TensorFlow Developer Certificate, AWS Certified Solutions Architect",Infrastructure Automation,DevOps Engineer
7c19a046-4476-4b36-aa43-7255039105a5,"Federal pull difficult central mind. Already program certain world beautiful. Camera make strategy if anyone for free practice. Experience in Linux, Monitoring Tools, AWS, CI/CD, Kubernetes. Worked on projects like CI/CD Pipeline Setup, Kubernetes Cluster Deployment.","Linux, Monitoring Tools, AWS, CI/CD, Kubernetes",8,M.Tech IT,React Certification,"CI/CD Pipeline Setup, Kubernetes Cluster Deployment",DevOps Engineer
b444bbcb-a1df-499e-8083-ba9ec64c8b12,"Tend exist power. Business staff reveal grow. Experience in Python, Machine Learning, Data Visualization, R, Scikit-learn, SQL, Statistics. Worked on projects like Customer Segmentation.","Python, Machine Learning, Data Visualization, R, Scikit-learn, SQL, Statistics",6,MCA,Google Data Analytics,Customer Segmentation,Data Scientist
6c852622-948c-4ac6-81bb-d31151e0fb84,"Research race recently model the. Young position standard quite though admit purpose. Unit attorney describe current million. Former treat computer ball use material within. Experience in NLP, TensorFlow, Deep Learning, Data Preprocessing, Machine Learning. Worked on projects like Chatbot Development.","NLP, TensorFlow, Deep Learning, Data Preprocessing, Machine Learning",8,M.Tech IT,"AWS Certified Solutions Architect, TensorFlow Developer Certificate, Microsoft Azure Fundamentals",Chatbot Development,AI/ML Engineer
5526944e-57a4-4a17-bb1a-bf3ef638db32,"Card whether describe wind notice soon. Experience in Scikit-learn, R, Python, SQL, Statistics, Data Visualization. Worked on projects like Sales Forecasting.","Scikit-learn, R, Python, SQL, Statistics, Data Visualization",9,B.Sc Computer Science,Oracle SQL Expert,Sales Forecasting,Data Scientist
23ee5e33-8045-4419-ab4d-aa30b0da5495,"Tell bed five person successful. Expert than most until west. Experience in Flutter, React Native, iOS, Kotlin, Java, Swift, Android. Worked on projects like Fitness Tracker, Chat Application.","Flutter, React Native, iOS, Kotlin, Java, Swift, Android",5,MCA,"DevOps Foundation, Microsoft Azure Fundamentals","Fitness Tracker, Chat Application",Mobile App Developer
5f72adc4-b221-4158-be35-c508484b6c6b,"Along the best common as door stop. Pass industry later court strong. Experience in C++, Git, Java, SQL, Python, Algorithms. Worked on projects like Library Management System.","C++, Git, Java, SQL, Python, Algorithms",5,B.E. Information Technology,"Certified Ethical Hacker, TensorFlow Developer Certificate, React Certification",Library Management System,Software Engineer
00a5b400-031e-4db6-b2a7-2dfa189bcb39,"Ten degree include everybody. War half indicate job tonight foreign. Experience in Machine Learning, Deep Learning, Computer Vision, Python, Data Preprocessing, NLP, TensorFlow, PyTorch. Worked on projects like Chatbot Development.","Machine Learning, Deep Learning, Computer Vision, Python, Data Preprocessing, NLP, TensorFlow, PyTorch",4,B.Tech CSE,"Scrum Master, DevOps Foundation, AWS Certified Solutions Architect",Chatbot Development,AI/ML Engineer
caeed5a7-4f33-4ac9-9fa3-64e5c0f44692,"Population song per two public forget growth. Experience in HTML, CSS, Responsive Design, MongoDB, JavaScript. Worked on projects like Blog CMS, Portfolio Website.","HTML, CSS, Responsive Design, MongoDB, JavaScript",1,B.E. Information Technology,"Tableau Desktop Specialist, Google Data Analytics, AWS Certified Solutions Architect","Blog CMS, Portfolio Website",Web Developer
b0b957c7-f50d-4724-838e-2a4fdaa8a24e,"Green drive western of media improve. Enjoy mother that together share measure note participant. Picture technology daughter. Experience in Scikit-learn, Data Visualization, Pandas, R, Machine Learning, Python, Statistics, SQL. Worked on projects like Sentiment Analysis, Customer Segmentation.","Scikit-learn, Data Visualization, Pandas, R, Machine Learning, Python, Statistics, SQL",0,MCA,"AWS Certified Solutions Architect, Scrum Master, Oracle SQL Expert","Sentiment Analysis, Customer Segmentation",Data Scientist
